swElapsed,time_delta_s,alt_prev_m,alt_m,speed_prev_kph,speed_kph,vs_ms,vs_comp_ms,te_ms,te_b21_ms
1.0010,1.0000,340.7176,340.6860,61.901,61.413, 0.01,-0.23,-0.27,-0.23
0.9980,1.0000,340.6860,340.7486,61.413,60.810, 0.07,-0.29,-0.23,-0.22
1.0004,1.0000,340.7486,340.7971,60.810,60.296, 0.03,-0.24,-0.19,-0.21
0.9999,1.0000,340.7971,340.7609,60.296,59.940,-0.05,-0.17,-0.20,-0.22
0.9995,1.0000,340.7609,340.7146,59.940,59.624,-0.03,-0.15,-0.19,-0.17
1.0006,1.0000,340.7146,340.7295,59.624,59.463, 0.02,-0.08,-0.06,-0.05
0.9997,1.0000,340.7295,340.7531,59.463,59.281, 0.03,-0.08,-0.06,-0.05
1.0018,1.0000,340.7531,340.8583,59.281,58.984, 0.14,-0.14,-0.03, 0.00
1.0006,1.0000,340.8583,341.0957,58.984,58.525, 0.27,-0.21, 0.03, 0.06
0.9963,1.0000,341.0957,341.3658,58.525,58.169, 0.24,-0.16, 0.11, 0.08
1.0028,1.0000,341.3658,341.4556,58.169,58.175, 0.02, 0.00, 0.09, 0.03
0.9974,1.0000,341.4556,341.2925,58.175,58.590,-0.23, 0.19, 0.03,-0.04
1.0007,1.0000,341.2925,340.9156,58.590,59.279,-0.42, 0.32,-0.06,-0.10
1.0026,1.0000,340.9156,340.4205,59.279,60.049,-0.51, 0.36,-0.14,-0.15
0.9982,1.0000,340.4205,339.9394,60.049,60.670,-0.46, 0.29,-0.19,-0.17
0.9991,1.0000,339.9394,339.5493,60.670,61.131,-0.38, 0.22,-0.17,-0.16
1.0008,1.0000,339.5493,339.1529,61.131,61.542,-0.41, 0.20,-0.20,-0.21
0.9998,1.0000,339.1529,338.7490,61.542,62.011,-0.39, 0.23,-0.18,-0.17
1.0006,1.0000,338.7490,338.4210,62.011,62.343,-0.30, 0.16,-0.17,-0.14
0.9994,1.0000,338.4210,338.1698,62.343,62.479,-0.25, 0.07,-0.19,-0.19
1.0012,1.0000,338.1698,337.8548,62.479,62.611,-0.35, 0.06,-0.25,-0.28
1.0005,1.0000,337.8548,337.4008,62.611,63.303,-0.49, 0.34,-0.11,-0.15
0.9974,1.0000,337.4008,336.8813,63.303,64.289,-0.51, 0.49,-0.03,-0.02
1.0008,1.0000,336.8813,336.4399,64.289,65.277,-0.40, 0.50, 0.06, 0.10
1.0002,1.0000,336.4399,336.1826,65.277,65.811,-0.22, 0.27, 0.02, 0.05
1.0001,1.0000,336.1826,335.9914,65.811,65.987,-0.19, 0.09,-0.10,-0.10
1.0028,1.0000,335.9914,335.8068,65.987,66.034,-0.19, 0.02,-0.16,-0.16
0.9989,1.0000,335.8068,335.5632,66.034,66.121,-0.27, 0.04,-0.20,-0.23
0.9994,1.0000,335.5632,335.2196,66.121,66.347,-0.37, 0.12,-0.23,-0.25
0.9992,1.0000,335.2196,334.7636,66.347,66.817,-0.49, 0.24,-0.21,-0.25
0.9995,1.0000,334.7636,334.1370,66.817,67.459,-0.67, 0.34,-0.29,-0.33
0.9998,1.0000,334.1370,333.4487,67.459,68.121,-0.68, 0.35,-0.34,-0.32
0.9997,1.0000,333.4487,332.8567,68.121,68.673,-0.55, 0.29,-0.30,-0.26
1.0008,1.0000,332.8567,332.3947,68.673,69.141,-0.46, 0.25,-0.21,-0.21
1.0000,1.0000,332.3947,331.8130,69.141,69.708,-0.65, 0.31,-0.27,-0.34
1.0008,1.0000,331.8130,330.9042,69.708,70.801,-1.01, 0.60,-0.31,-0.41
1.0001,1.0000,330.9042,329.6795,70.801,72.323,-1.25, 0.85,-0.37,-0.40
0.9994,1.0000,329.6795,328.6264,72.323,73.534,-0.92, 0.69,-0.36,-0.23
1.0001,1.0000,328.6264,328.2051,73.534,73.676,-0.25, 0.08,-0.34,-0.16
0.9989,1.0000,328.2051,328.1928,73.676,72.921, 0.00,-0.43,-0.45,-0.43
1.0024,1.0000,328.1928,328.1017,72.921,72.023,-0.14,-0.51,-0.60,-0.65
0.9999,1.0000,328.1017,327.7889,72.023,71.899,-0.39,-0.07,-0.38,-0.46
1.0011,1.0000,327.7889,327.1866,71.899,72.508,-0.66, 0.34,-0.26,-0.32
0.9964,1.0000,327.1866,326.4010,72.508,73.672,-0.84, 0.66,-0.12,-0.18
1.0040,1.0000,326.4010,325.3433,73.672,75.145,-1.13, 0.86,-0.20,-0.28
0.9979,1.0000,325.3433,324.1300,75.145,76.807,-1.21, 0.99,-0.23,-0.22
0.9979,1.0000,324.1300,322.9726,76.807,78.296,-1.12, 0.90,-0.26,-0.22
1.0015,1.0000,322.9726,322.0635,78.296,79.366,-0.81, 0.66,-0.25,-0.15
0.9992,1.0000,322.0635,321.5239,79.366,79.769,-0.49, 0.25,-0.29,-0.24
1.0004,1.0000,321.5239,321.1269,79.769,79.662,-0.37,-0.07,-0.46,-0.44
1.0010,1.0000,321.1269,320.8273,79.662,79.034,-0.28,-0.39,-0.69,-0.67
0.9987,1.0000,320.8273,320.6007,79.034,78.536,-0.22,-0.31,-0.53,-0.52
1.0005,1.0000,320.6007,320.3260,78.536,78.432,-0.31,-0.06,-0.34,-0.38
0.9983,1.0000,320.3260,319.8424,78.432,78.709,-0.55, 0.17,-0.31,-0.38
1.0016,1.0000,319.8424,319.1580,78.709,78.735,-0.70, 0.02,-0.67,-0.69
0.9993,1.0000,319.1580,318.4223,78.735,79.007,-0.76, 0.17,-0.57,-0.59
1.0008,1.0000,318.4223,317.6312,79.007,79.954,-0.79, 0.59,-0.20,-0.20
0.9997,1.0000,317.6312,316.8611,79.954,80.873,-0.77, 0.58,-0.19,-0.20
0.9993,1.0000,316.8611,315.9420,80.873,81.836,-1.02, 0.61,-0.31,-0.41
1.0007,1.0000,315.9420,314.6369,81.836,83.085,-1.35, 0.81,-0.50,-0.55
0.9992,1.0000,314.6369,313.3244,83.085,84.209,-1.28, 0.74,-0.58,-0.55
1.0015,1.0000,313.3244,311.9862,84.209,85.721,-1.39, 1.00,-0.33,-0.39
0.9992,1.0000,311.9862,310.4563,85.721,87.636,-1.56, 1.30,-0.23,-0.26
0.9996,1.0000,310.4563,308.9043,87.636,88.961,-1.53, 0.92,-0.64,-0.61
0.9996,1.0000,308.9043,307.4473,88.961,89.995,-1.39, 0.72,-0.73,-0.67
0.9996,1.0000,307.4473,306.3652,89.995,90.616,-0.96, 0.44,-0.64,-0.52
1.0014,1.0000,306.3652,305.7953,90.616,90.735,-0.42, 0.08,-0.48,-0.34
0.9998,1.0000,305.7953,305.6296,90.735,90.221,-0.16,-0.36,-0.53,-0.52
0.9996,1.0000,305.6296,305.3307,90.221,89.849,-0.37,-0.26,-0.56,-0.63
1.0004,1.0000,305.3307,304.7777,89.849,90.111,-0.62, 0.18,-0.37,-0.43
0.9995,1.0000,304.7777,303.9826,90.111,90.865,-0.86, 0.53,-0.26,-0.32
1.0017,1.0000,303.9826,302.9532,90.865,91.544,-1.10, 0.48,-0.54,-0.61
0.9986,1.0000,302.9532,301.6780,91.544,92.304,-1.31, 0.55,-0.73,-0.77
1.0003,1.0000,301.6780,300.3565,92.304,93.227,-1.31, 0.67,-0.65,-0.64
0.9990,1.0000,300.3565,299.1215,93.227,93.785,-1.20, 0.41,-0.83,-0.79
1.0010,1.0000,299.1215,298.0377,93.785,94.004,-1.03, 0.16,-0.92,-0.87
1.0005,1.0000,298.0377,297.1583,94.004,93.754,-0.82,-0.18,-1.06,-1.00
1.0032,1.0000,297.1583,296.6154,93.754,93.856,-0.42, 0.08,-0.47,-0.34
0.9955,1.0000,296.6154,296.3919,93.856,93.596,-0.23,-0.19,-0.42,-0.42
1.0020,1.0000,296.3919,296.0427,93.596,93.507,-0.41,-0.07,-0.41,-0.47
0.9980,1.0000,296.0427,295.4476,93.507,93.796,-0.66, 0.21,-0.38,-0.44
1.0002,1.0000,295.4476,294.5774,93.796,94.561,-0.99, 0.56,-0.31,-0.43
0.9994,1.0000,294.5774,293.1490,94.561,95.818,-1.58, 0.94,-0.49,-0.64
1.0038,1.0000,293.1490,291.3168,95.818,97.121,-1.86, 0.98,-0.84,-0.88
1.0001,1.0000,291.3168,289.4993,97.121,98.284,-1.78, 0.89,-0.93,-0.89
0.9979,1.0000,289.4993,287.9243,98.284,99.279,-1.48, 0.77,-0.81,-0.71
0.9995,1.0000,287.9243,286.6819,99.279,99.803,-1.19, 0.41,-0.83,-0.78
0.9986,1.0000,286.6819,285.5408,99.803,99.993,-1.13, 0.15,-0.99,-0.98
1.0015,1.0000,285.5408,284.5063,99.993,100.345,-1.00, 0.28,-0.76,-0.72
1.0003,1.0000,284.5063,283.5288,100.345,101.303,-1.00, 0.76,-0.22,-0.24
1.0000,1.0000,283.5288,282.4702,101.303,101.979,-1.07, 0.54,-0.52,-0.53
1.0005,1.0000,282.4702,281.1607,101.979,102.925,-1.46, 0.76,-0.55,-0.70
0.9978,1.0000,281.1607,279.2608,102.925,104.364,-2.01, 1.17,-0.73,-0.85
1.0032,1.0000,279.2608,277.2591,104.364,105.994,-1.91, 1.34,-0.66,-0.56
0.9977,1.0000,277.2591,275.5844,105.994,106.955,-1.63, 0.80,-0.88,-0.83
1.0006,1.0000,275.5844,273.9710,106.955,107.411,-1.63, 0.38,-1.23,-1.25
1.0013,1.0000,273.9710,272.4119,107.411,108.333,-1.50, 0.78,-0.78,-0.72
0.9979,1.0000,272.4119,271.1274,108.333,109.162,-1.19, 0.71,-0.58,-0.49
0.9997,1.0000,271.1274,270.0130,109.162,109.876,-1.12, 0.61,-0.50,-0.50
1.0026,1.0000,270.0130,268.9875,109.876,110.264,-0.99, 0.33,-0.69,-0.65
0.9989,1.0000,268.9875,268.1780,110.264,110.324,-0.73, 0.05,-0.76,-0.68
0.9984,1.0000,268.1780,267.5797,110.324,110.491,-0.58, 0.14,-0.45,-0.43
1.0012,1.0000,267.5797,267.0567,110.491,110.140,-0.49,-0.30,-0.83,-0.79
1.0014,1.0000,267.0567,266.6606,110.140,109.750,-0.37,-0.34,-0.73,-0.70
1.0012,1.0000,266.6606,266.3555,109.750,109.773,-0.28, 0.02,-0.28,-0.26
0.9977,1.0000,266.3555,266.0320,109.773,109.462,-0.29,-0.27,-0.59,-0.56
1.0001,1.0000,266.0320,266.1693,109.462,108.060, 0.31,-1.19,-1.06,-0.89
0.9998,1.0000,266.1693,266.7449,108.060,106.884, 0.63,-0.99,-0.41,-0.36
1.0020,1.0000,266.7449,267.5261,106.884,105.070, 0.85,-1.51,-0.72,-0.66
0.9960,1.0000,267.5261,268.4836,105.070,102.977, 0.97,-1.70,-0.75,-0.74
1.0012,1.0000,268.4836,269.3705,102.977,101.261, 0.83,-1.37,-0.48,-0.54
1.0034,1.0000,269.3705,270.0712,101.261,99.966, 0.66,-1.02,-0.32,-0.36
0.9971,1.0000,270.0712,270.7969,99.966,98.388, 0.81,-1.23,-0.50,-0.42
0.9987,1.0000,270.7969,271.8269,98.388,96.739, 1.08,-1.26,-0.23,-0.18
1.0020,1.0000,271.8269,272.9179,96.739,94.756, 1.08,-1.49,-0.39,-0.40
0.9983,1.0000,272.9179,273.9569,94.756,92.677, 1.03,-1.52,-0.49,-0.50
1.0019,1.0000,273.9569,274.9954,92.677,90.451, 1.05,-1.60,-0.56,-0.54
0.9987,1.0000,274.9954,276.0283,90.451,88.335, 1.01,-1.48,-0.45,-0.47
1.0020,1.0000,276.0283,276.9302,88.335,86.475, 0.87,-1.27,-0.37,-0.40
0.9993,1.0000,276.9302,277.7895,86.475,84.895, 0.86,-1.06,-0.20,-0.20
0.9974,1.0000,277.7895,278.6201,84.895,83.305, 0.81,-1.05,-0.22,-0.23
1.0021,1.0000,278.6201,279.4143,83.305,81.760, 0.80,-1.00,-0.20,-0.20
1.0005,1.0000,279.4143,280.2326,81.760,80.397, 0.81,-0.86,-0.05,-0.05
0.9985,1.0000,280.2326,280.9832,80.397,78.901, 0.71,-0.93,-0.18,-0.22
0.9991,1.0000,280.9832,281.5557,78.901,77.488, 0.52,-0.86,-0.29,-0.34
1.0010,1.0000,281.5557,281.9734,77.488,76.359, 0.38,-0.68,-0.26,-0.30
1.0021,1.0000,281.9734,282.2611,76.359,75.472, 0.26,-0.53,-0.24,-0.26
0.9972,1.0000,282.2611,282.5763,75.472,74.526, 0.36,-0.55,-0.24,-0.20
1.0013,1.0000,282.5763,283.0780,74.526,73.033, 0.55,-0.86,-0.36,-0.31
1.0018,1.0000,283.0780,283.7116,73.033,71.356, 0.64,-0.95,-0.31,-0.31
0.9976,1.0000,283.7116,284.2943,71.356,69.916, 0.55,-0.79,-0.21,-0.24
0.9987,1.0000,284.2943,284.7424,69.916,68.904, 0.41,-0.55,-0.10,-0.14
1.0016,1.0000,284.7424,285.0211,68.904,68.248, 0.25,-0.35,-0.07,-0.10
1.0009,1.0000,285.0211,285.2748,68.248,67.723, 0.26,-0.28,-0.02,-0.02
0.9980,1.0000,285.2748,285.5553,67.723,67.150, 0.30,-0.30,-0.02, 0.00
1.0001,1.0000,285.5553,285.9385,67.150,66.398, 0.41,-0.39,-0.01, 0.02
1.0028,1.0000,285.9385,286.3851,66.398,65.611, 0.44,-0.41, 0.04, 0.04
0.9970,1.0000,286.3851,286.7403,65.611,64.988, 0.31,-0.32, 0.04,-0.01
1.0033,1.0000,286.7403,286.8947,64.988,64.571, 0.09,-0.21,-0.06,-0.12
0.9962,1.0000,286.8947,286.7298,64.571,64.567,-0.26, 0.00,-0.17,-0.27
1.0039,1.0000,286.7298,286.2099,64.567,65.210,-0.60, 0.33,-0.19,-0.27
0.9981,1.0000,286.2099,285.3557,65.210,66.519,-0.96, 0.67,-0.18,-0.28
0.9999,1.0000,285.3557,284.0845,66.519,68.361,-1.39, 0.97,-0.30,-0.41
1.0004,1.0000,284.0845,282.4121,68.361,70.563,-1.73, 1.19,-0.48,-0.54
0.9985,1.0000,282.4121,280.8029,70.563,72.656,-1.51, 1.17,-0.44,-0.34
1.0004,1.0000,280.8029,279.5854,72.656,74.119,-1.12, 0.84,-0.38,-0.28
0.9988,1.0000,279.5854,278.7065,74.119,75.047,-0.78, 0.54,-0.34,-0.24
1.0057,1.0000,278.7065,278.2482,75.047,75.417,-0.36, 0.22,-0.24,-0.14
0.9954,1.0000,278.2482,278.1341,75.417,75.454,-0.06, 0.02,-0.09,-0.04
1.0015,1.0000,278.1341,277.5989,75.454,76.175,-0.82, 0.43,-0.11,-0.39
0.9993,1.0000,277.5989,275.9991,76.175,78.413,-1.85, 1.35,-0.25,-0.50
0.9981,1.0000,275.9991,273.8147,78.413,81.415,-2.20, 1.88,-0.31,-0.32
1.0007,1.0000,273.8147,272.0469,81.415,83.946,-1.46, 1.64,-0.13, 0.18
1.0041,1.0000,272.0469,271.5586,83.946,84.509,-0.19, 0.37,-0.12, 0.18
0.9986,1.0000,271.5586,272.0859,84.509,83.288, 0.74,-0.80,-0.27,-0.06
1.0013,1.0000,272.0859,272.7731,83.288,81.571, 0.50,-1.11,-0.42,-0.61
0.9978,1.0000,272.7731,272.5221,81.571,81.239,-0.55,-0.21,-0.46,-0.76
0.9985,1.0000,272.5221,271.0488,81.239,82.968,-1.81, 1.11,-0.36,-0.70
1.0007,1.0000,271.0488,268.3050,82.968,86.613,-3.06, 2.42,-0.33,-0.64
1.0012,1.0000,268.3050,264.5093,86.613,91.512,-3.93, 3.41,-0.38,-0.52
0.9996,1.0000,264.5093,260.9286,91.512,95.567,-3.42, 2.97,-0.61,-0.45
1.0016,1.0000,260.9286,257.6394,95.567,98.736,-3.33, 2.41,-0.88,-0.92
1.0012,1.0000,257.6394,254.4207,98.736,101.538,-3.08, 2.20,-1.02,-0.88
0.9962,1.0000,254.4207,251.8607,101.538,103.537,-2.36, 1.61,-0.96,-0.75
0.9998,1.0000,251.8607,250.1613,103.537,104.461,-1.44, 0.75,-0.95,-0.69
1.0035,1.0000,250.1613,249.5912,104.461,104.017,-0.24,-0.36,-0.93,-0.60
0.9966,1.0000,249.5912,250.2223,104.017,102.408, 0.89,-1.30,-0.67,-0.41
0.9989,1.0000,250.2223,251.7015,102.408,99.801, 1.65,-2.06,-0.59,-0.41
1.0004,1.0000,251.7015,253.7589,99.801,96.273, 2.14,-2.71,-0.65,-0.57
1.0018,1.0000,253.7589,255.9290,96.273,92.578, 2.14,-2.73,-0.56,-0.59
0.9990,1.0000,255.9290,257.7395,92.578,89.200, 1.65,-2.40,-0.59,-0.75
0.9996,1.0000,257.7395,258.8555,89.200,86.730, 0.89,-1.70,-0.58,-0.81
1.0015,1.0000,258.8555,259.0235,86.730,85.800,-0.11,-0.63,-0.46,-0.73
1.0014,1.0000,259.0235,258.1571,85.800,86.200,-1.08, 0.27,-0.60,-0.81
0.9972,1.0000,258.1571,256.7891,86.200,87.289,-1.47, 0.74,-0.63,-0.73
1.0010,1.0000,256.7891,254.8932,87.289,89.181,-2.05, 1.31,-0.59,-0.75
1.0029,1.0000,254.8932,252.4311,89.181,91.936,-2.60, 1.95,-0.51,-0.65
0.9964,1.0000,252.4311,249.4100,91.936,95.305,-3.15, 2.47,-0.55,-0.68
0.9987,1.0000,249.4100,246.0040,95.305,98.710,-3.46, 2.59,-0.82,-0.88
1.0014,1.0000,246.0040,242.5150,98.710,102.017,-3.49, 2.60,-0.89,-0.90
1.0003,1.0000,242.5150,238.7317,102.017,105.804,-3.93, 3.08,-0.70,-0.85
1.0030,1.0000,238.7317,234.5876,105.804,110.137,-4.14, 3.66,-0.48,-0.48
0.9966,1.0000,234.5876,230.6656,110.137,113.710,-3.79, 3.13,-0.79,-0.66
1.0024,1.0000,230.6656,227.3975,113.710,115.993,-3.04, 2.05,-1.21,-0.99
1.0002,1.0000,227.3975,225.1408,115.993,117.383,-1.95, 1.27,-0.99,-0.68
0.9972,1.0000,225.1408,224.1379,117.383,117.070,-0.66,-0.29,-1.29,-0.95
0.9991,1.0000,224.1379,224.4037,117.070,115.056, 0.58,-1.83,-1.57,-1.26
1.0034,1.0000,224.4037,225.8104,115.056,112.667, 1.67,-2.13,-0.72,-0.46
0.9997,1.0000,225.8104,228.0234,112.667,109.211, 2.34,-3.00,-0.79,-0.66
0.9999,1.0000,228.0234,230.5779,109.211,105.210, 2.60,-3.36,-0.81,-0.76
0.9987,1.0000,230.5779,231.1080,105.210,104.354, 2.62,-0.70,-0.17, 1.92
1.0008,1.0000,231.1080,231.1080,104.354,104.354, 2.62, 0.00, 0.00, 2.62
0.9990,1.0000,231.1080,231.1080,104.354,104.354, 2.62, 0.00, 0.00, 2.62
1.0017,0.9444,231.1080,231.1080,104.354,104.354, 2.62, 0.00, 0.00, 2.62

